UniqueID,Variable,Component,EMS_Code,CAS_ number,Use,Media,Type,Days,Samples,Statistic,NarrativeWQG,MethodNotes,Condition,ConditionNotes,PredictedEffectLevel,Direction,Limit,LimitNotes,Units,Status,Reference,Reference Link,Overview Report Link,Technical Document Link
204,Chlorine Residual,Total,EMS_1016,(7782-50-5),Agriculture - Irrigation,Water,Short-term acute,1,1,max,,,,Duration < 2 hours within 24 hour period.,No Effect,Upper Limit,1000,,ug/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_chlorine_waterqualityguideline_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_chlorine_waterqualityguideline_technical.pdf
205,Chlorine Residual,Total,EMS_1016,(7782-50-5),Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,,Duration < 2 hours within 24 hour period.,No Effect,Upper Limit,100,,ug/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_chlorine_waterqualityguideline_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_chlorine_waterqualityguideline_technical.pdf
206,Chlorine Residual,Total,EMS_1016,(7782-50-5),Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,,,No Effect,,,1074 (duration in minutes)^-0.74,ug/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_chlorine_waterqualityguideline_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_chlorine_waterqualityguideline_technical.pdf
207,Chlorine Residual,Total,EMS_1016,(7782-50-5),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,2,,ug/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_chlorine_waterqualityguideline_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_chlorine_waterqualityguideline_technical.pdf
208,Chlorine Residual,Total,EMS_1016,(7782-50-5),Aquatic Life - Marine,Water,Short-term acute,1,1,max,,,,Duration < 2 hours within 24 hour period.,No Effect,Upper Limit,40,,ug/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_chlorine_waterqualityguideline_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_chlorine_waterqualityguideline_technical.pdf
209,Chlorine Residual,Total,EMS_1016,(7782-50-5),Aquatic Life - Marine,Water,Short-term acute,1,1,max,,,,,No Effect,Upper Limit,,20.36 (duration in minutes)^-0.4,ug/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_chlorine_waterqualityguideline_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_chlorine_waterqualityguideline_technical.pdf
210,Chlorine Residual,Total,EMS_1016,(7782-50-5),Aquatic Life - Marine,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,3,,ug/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_chlorine_waterqualityguideline_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_chlorine_waterqualityguideline_technical.pdf
211,"Chlorophenol, 2-MCP",Total,EMS_M050,(95-57-8),Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,,,No Effect,Upper Limit,"(1/10^(1.04-log(4^(EMS_0004-8.65)+1,10))*129)*0.54",,ug/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_chlorophenols_waterqualityguideline_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_chlorophenols_waterqualityguideline_technical.pdf
212,"Chlorophenol, 2,3-DCP",Total,EMS_D073,(576-24-9),Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,,,No Effect,Upper Limit,"(1/10^(1.94-log(4^(EMS_0004-7.6)+1,10))*163)*0.54",,ug/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_chlorophenols_waterqualityguideline_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_chlorophenols_waterqualityguideline_technical.pdf
213,"Chlorophenol, 2,3,4-TCP",Total,EMS_T033,(15950-66-0),Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,,,No Effect,Upper Limit,"(1/10^(2.41-log(4^(EMS_0004-6.9)+1,10))*197)*0.54",,ug/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_chlorophenols_waterqualityguideline_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_chlorophenols_waterqualityguideline_technical.pdf
214,"Chlorophenol, 2,3,4,5-TTCP",Total,EMS_T036,(4901-51-3),Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,,,No Effect,Upper Limit,"(1/10^(3.01-log(4^(EMS_0004-6.2)+1,10))*232)*0.54",,ug/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_chlorophenols_waterqualityguideline_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_chlorophenols_waterqualityguideline_technical.pdf
215,"Chlorophenol, 2,3,4,5,6-PCP",Total,EMS_P022,(87-86-5),Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,,,No Effect,Upper Limit,"(1/10^(3.8-log(4^(EMS_0004-4.71)+1,10))*266)*0.54",,ug/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_chlorophenols_waterqualityguideline_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_chlorophenols_waterqualityguideline_technical.pdf
216,"Chlorophenol, 2,3,4,6-TTCP",Total,EMS_T037,(58-90-2),Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,,,No Effect,Upper Limit,"(1/10^(3.18-log(4^(EMS_0004-5.46)+1,10))*232)*0.54",,ug/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_chlorophenols_waterqualityguideline_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_chlorophenols_waterqualityguideline_technical.pdf
217,"Chlorophenol, 2,3,4,6-TTCP",Total,EMS_T037,(58-90-2),Drinking Water,Water,Maximum Acceptable Concentration,1,1,max,,,,,No Effect,Upper Limit,0.1,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf,
218,"Chlorophenol, 2,3,4,6-TTCP",Total,EMS_T037,(58-90-2),Drinking Water,Water,Aesthetic Objective,1,1,max,,,,,No Effect,Upper Limit,0.001,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf,
219,"Chlorophenol, 2,3,5-TCP",Total,EMS_T034,(933-78-8),Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,,,No Effect,Upper Limit,"(1/10^(2.48-log(4^(EMS_0004-6.9)+1,10))*197)*0.54",,ug/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_chlorophenols_waterqualityguideline_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_chlorophenols_waterqualityguideline_technical.pdf
220,"Chlorophenol, 2,3,5,6-TTCP",Total,EMS_T038,(935-95-5),Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,,,No Effect,Upper Limit,"(1/10^(3.51-log(4^(EMS_0004-5.3)+1,10))*232)*0.54",,ug/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_chlorophenols_waterqualityguideline_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_chlorophenols_waterqualityguideline_technical.pdf
221,"Chlorophenol, 2,3,6-TCP",Total,EMS_T035,(933-75-5),Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,,,No Effect,Upper Limit,"(1/10^(2.71-log(4^(EMS_0004-6)+1,10))*197)*0.54",,ug/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_chlorophenols_waterqualityguideline_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_chlorophenols_waterqualityguideline_technical.pdf
222,"Chlorophenol, 2,4-DCP",Total,EMS_D050,(120-83-2),Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,,,No Effect,Upper Limit,"(1/10^(1.81-log(4^(EMS_0004-7.85)+1,10))*163)*0.54",,ug/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_chlorophenols_waterqualityguideline_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_chlorophenols_waterqualityguideline_technical.pdf
223,"Chlorophenol, 2,4-DCP",Total,EMS_D050,(120-83-2),Drinking Water,Water,Maximum Acceptable Concentration,1,1,max,,,,,No Effect,Upper Limit,0.9,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf,
224,"Chlorophenol, 2,4-DCP",Total,EMS_D050,(120-83-2),Drinking Water,Water,Aesthetic Objective,1,1,max,,,,,No Effect,Upper Limit,0.003,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf,
225,"Chlorophenol, 2,4,5-TCP",Total,EMS_T043,(95-95-4),Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,,,No Effect,Upper Limit,"(1/10^(2.44-log(4^(EMS_0004-7.07)+1,10))*197)*0.54",,ug/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_chlorophenols_waterqualityguideline_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_chlorophenols_waterqualityguideline_technical.pdf
226,"Chlorophenol, 2,4,6-TCP",Total,EMS_T042,(88-06-02),Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,,,No Effect,Upper Limit,"(1/10^(2.47-log(4^(EMS_0004-6.2)+1,10))*197)*0.54",,ug/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_chlorophenols_waterqualityguideline_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_chlorophenols_waterqualityguideline_technical.pdf
227,"Chlorophenol, 2,4,6-TCP",Total,EMS_T042,(88-06-02),Drinking Water,Water,Maximum Acceptable Concentration,1,1,max,,,,,No Effect,Upper Limit,0.005,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf,
228,"Chlorophenol, 2,4,6-TCP",Total,EMS_T042,(88-06-02),Drinking Water,Water,Aesthetic Objective,1,1,max,,,,,No Effect,Upper Limit,0.002,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf,
229,"Chlorophenol, 2,5-DCP",Total,EMS_D075,(583-78-8),Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,,,No Effect,Upper Limit,"(1/10^(1.95-log(4^(EMS_0004-7.5)+1,10))*163)*0.54",,ug/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_chlorophenols_waterqualityguideline_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_chlorophenols_waterqualityguideline_technical.pdf
230,"Chlorophenol, 2,6-DCP",Total,EMS_D076,(583-78-8),Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,,,No Effect,Upper Limit,"(1/10^(1.83-log(4^(EMS_0004-6.91)+1,10))*163)*0.54",,ug/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_chlorophenols_waterqualityguideline_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_chlorophenols_waterqualityguideline_technical.pdf
231,"Chlorophenol, 3-MCP",Total,EMS_M050,(108-43-0),Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,,,No Effect,Upper Limit,"(1/10^(1.19-log(4^(EMS_0004-9.1)+1,10))*129)*0.54",,ug/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_chlorophenols_waterqualityguideline_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_chlorophenols_waterqualityguideline_technical.pdf
232,"Chlorophenol, 3,4-DCP",Total,EMS_CP07,(95-77-2),Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,,,No Effect,Upper Limit,"(1/10^(1.94-log(4^(EMS_0004-7.6)+1,10))*163)*0.54",,ug/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_chlorophenols_waterqualityguideline_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_chlorophenols_waterqualityguideline_technical.pdf
233,"Chlorophenol, 3,4,5-TCP",Total,EMS_T044,(609-19-8),Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,,,No Effect,Upper Limit,"(1/10^(2.59-log(4^(EMS_0004-7.7)+1,10))*197)*0.54",,ug/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_chlorophenols_waterqualityguideline_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_chlorophenols_waterqualityguideline_technical.pdf
234,"Chlorophenol, 3,5-DCP",Total,EMS_D077,(591-35-5),Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,,,No Effect,Upper Limit,"(1/10^(2.24-log(4^(EMS_0004-7.1)+1,10))*163)*0.54",,ug/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_chlorophenols_waterqualityguideline_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_chlorophenols_waterqualityguideline_technical.pdf
235,"Chlorophenol, 4-MCP",Total,EMS_M050,(106-48-9),Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,,,No Effect,Upper Limit,"(1/10^(1.06-log(4^(EMS_0004-9.37)+1,10))*129)*0.54",,ug/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_chlorophenols_waterqualityguideline_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_chlorophenols_waterqualityguideline_technical.pdf
236,"Chlorophenol, DCP",Total,EMS_D060,(Various Compounds),Drinking Water,Water,Aesthetic Objective,1,1,max,,,,,No Effect,Upper Limit,0.0003,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf,
237,"Chlorophenol, DCP",Total,EMS_D060,(Various Compounds),Recreation,Water,Primary Contact,1,1,max,,,,,No Effect,Upper Limit,0.0003,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/recreational_water_quality_guidelines_bcenv.pdf,
