UniqueID,Variable,EMS_Code,Use,Media,Type,Days,Samples,Statistic,Notes,Condition,ConditionNotes,PredictedEffectLevel,Direction,Limit,LimitNotes,Units,Status,Reference,Reference Link,Overview Report Link,Technical Document Link
329,Dicamba,EMS_D032,Agriculture - Irrigation,Water,Long-term chronic,30,5,mean,,,,No Effect,Upper Limit,0.006,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
330,Dicamba,EMS_D032,Agriculture - Livestock,Water,Long-term chronic,30,5,mean,,,,No Effect,Upper Limit,122,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
331,Dicamba,EMS_D032,Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,,No Effect,Upper Limit,10,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
332,Dichloro-diphenyl-dichloroethane (Total-DDD),EMS_D025,Aquatic Life - Freshwater,Sediment,Long-term chronic,1,1,max,,,,No Effect,Upper Limit,0.00354,,ug/g,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
333,Dichloro-diphenyl-dichloroethane (Total-DDD),EMS_D025,Aquatic Life - Freshwater,Sediment,Long-term chronic,1,1,max,,,,Probable Effect,Upper Limit,0.00851,,ug/g,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
334,Dichloro-diphenyl-dichloroethane (Total-DDD),EMS_D025,Aquatic Life - Marine,Sediment,Long-term chronic,1,1,max,,,,No Effect,Upper Limit,0.00122,,ug/g,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
335,Dichloro-diphenyl-dichloroethane (Total-DDD),EMS_D025,Aquatic Life - Marine,Sediment,Long-term chronic,1,1,max,,,,Probable Effect,Upper Limit,0.00781,,ug/g,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
336,Dichloro-diphenyl-dichloroethene (Total-DDE),EMS_D023,Aquatic Life - Freshwater,Sediment,Long-term chronic,1,1,max,,,,No Effect,Upper Limit,0.00142,,ug/g,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
337,Dichloro-diphenyl-dichloroethene (Total-DDE),EMS_D023,Aquatic Life - Freshwater,Sediment,Long-term chronic,1,1,max,,,,Probable Effect,Upper Limit,0.00675,,ug/g,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
338,Dichloro-diphenyl-dichloroethene (Total-DDE),EMS_D023,Aquatic Life - Marine,Sediment,Long-term chronic,1,1,max,,,,No Effect,Upper Limit,0.00207,,ug/g,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
339,Dichloro-diphenyl-dichloroethene (Total-DDE),EMS_D023,Aquatic Life - Marine,Sediment,Long-term chronic,1,1,max,,,,Probable Effect,Upper Limit,0.374,,ug/g,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
340,Dichloro-diphenyl-trichloroethane (Total DDT),EMS_D026,Aquatic Life - Freshwater,Sediment,Long-term chronic,1,1,max,,,,No Effect,Upper Limit,0.00119,,ug/g,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
341,Dichloro-diphenyl-trichloroethane (Total DDT),EMS_D026,Aquatic Life - Freshwater,Sediment,Long-term chronic,1,1,max,,,,Probable Effect,Upper Limit,0.00477,,ug/g,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
342,Dichloro-diphenyl-trichloroethane (Total DDT),EMS_D026,Aquatic Life - Marine,Sediment,Long-term chronic,1,1,max,,,,No Effect,Upper Limit,0.00119,,ug/g,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
343,Dichloro-diphenyl-trichloroethane (Total DDT),EMS_D026,Aquatic Life - Marine,Sediment,Long-term chronic,1,1,max,,,,Probable Effect,Upper Limit,0.00477,,ug/g,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
344,Dichlorobromomethane (Bromodichloromethane),EMS_B002,Agriculture - Livestock,Water,Long-term chronic,30,5,mean,,,,No Effect,Upper Limit,100,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
345,Dichloromethane (Methylene chloride),EMS_M041,Agriculture - Livestock,Water,Long-term chronic,30,5,mean,,,,No Effect,Upper Limit,50,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
346,Dichloromethane (Methylene chloride),EMS_M041,Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,,No Effect,Upper Limit,98.1,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
347,"Dichlorophenoxyacetic acid (2,4-D)",EMS_D041,Agriculture - Livestock,Water,Long-term chronic,30,5,mean,,,,No Effect,Upper Limit,100,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
348,"Dichlorophenoxyacetic acid (2,4-D)",EMS_D041,Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,,No Effect,Upper Limit,4,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
349,Diclofop-methyl,EMS_D009,Agriculture - Irrigation,Water,Long-term chronic,30,5,mean,,,,No Effect,Upper Limit,0.18,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
350,Diclofop-methyl,EMS_D009,Agriculture - Livestock,Water,Long-term chronic,30,5,mean,,,,No Effect,Upper Limit,9,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
351,Diclofop-methyl,EMS_D009,Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,,No Effect,Upper Limit,6.1,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
352,Didecyl dimethyl ammonium chloride (DDAC),EMS_DDAC,Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,,No Effect,Upper Limit,1.5,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
353,Dieldrin,EMS_D046,Aquatic Life - Freshwater,Sediment,Long-term chronic,1,1,max,,,,No Effect,Upper Limit,0.00285,,ug/g,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
354,Dieldrin,EMS_D046,Aquatic Life - Freshwater,Sediment,Long-term chronic,1,1,max,,,,Probable Effect,Upper Limit,0.00667,,ug/g,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
355,Dieldrin,EMS_D046,Aquatic Life - Marine,Sediment,Long-term chronic,1,1,max,,,,No Effect,Upper Limit,0.00071,,ug/g,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
356,Dieldrin,EMS_D046,Aquatic Life - Marine,Sediment,Long-term chronic,1,1,max,,,,Probable Effect,Upper Limit,0.0043,,ug/g,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
357,Diethyl phthalate,EMS_P011,Aquatic Life - Marine,Sediment,Long-term chronic,1,1,max,,,Sediment with 1% Organic Carbon,No Effect,Upper Limit,0.611,,ug/g,Working,Washington State Department of Ecology (DoE). 2013. Sediment Management Standards.,https://fortress.wa.gov/ecy/publications/SummaryPages/1309055.html,,
358,Diethyl phthalate,EMS_P011,Aquatic Life - Marine,Sediment,Long-term chronic,1,1,max,,,Sediment with 1% Organic Carbon,No Effect,Upper Limit,1.101,,ug/g,Working,Washington State Department of Ecology (DoE). 2013. Sediment Management Standards.,https://fortress.wa.gov/ecy/publications/SummaryPages/1309055.html,,
359,Diisopropanolamine,,Agriculture - Irrigation,Water,Short-term acute,1,1,max,,,,No Effect,Upper Limit,3.9,,mg/L,Interim,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/diisopropanolamin-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/dipa-tech.pdf
360,Diisopropanolamine,,Agriculture - Livestock,Water,Short-term acute,1,1,max,,,,No Effect,Upper Limit,38,,mg/L,Interim,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/diisopropanolamin-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/dipa-tech.pdf
361,Diisopropanolamine,,Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,,No Effect,Upper Limit,1.6,,mg/L,Interim,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/diisopropanolamin-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/dipa-tech.pdf
362,Diisopropanolamine,,Drinking Water,Water,Maximum Acceptable Concentration,1,1,max,,,,No Effect,Upper Limit,21,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf,
363,Dimethoate,EMS_D001,Agriculture - Livestock,Water,Long-term chronic,30,5,mean,,,,No Effect,Upper Limit,3,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
364,Dimethoate,EMS_D001,Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,,No Effect,Upper Limit,6.2,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
365,Dimethyl phthalate,EMS_P010,Aquatic Life - Marine,Sediment,Long-term chronic,1,1,max,,,,No Effect,Upper Limit,0.531,,ug/g,Working,Washington State Department of Ecology (DoE). 2013. Sediment Management Standards.,https://fortress.wa.gov/ecy/publications/SummaryPages/1309055.html,,
366,Dimethyl phthalate,EMS_P010,Aquatic Life - Marine,Sediment,Long-term chronic,1,1,max,,,,Probable Effect,Upper Limit,0.531,,ug/g,Working,Washington State Department of Ecology (DoE). 2013. Sediment Management Standards.,https://fortress.wa.gov/ecy/publications/SummaryPages/1309055.html,,
367,Dinoseb,EMS_D031,Agriculture - Irrigation,Water,Long-term chronic,30,5,mean,,,,No Effect,Upper Limit,16,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
368,Dinoseb,EMS_D031,Agriculture - Irrigation,Water,Long-term chronic,30,5,mean,Cereals and hay,,,No Effect,Upper Limit,46,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
369,Dinoseb,EMS_D031,Agriculture - Irrigation,Water,Long-term chronic,30,5,mean,Legumes,,,No Effect,Upper Limit,93,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
370,Dinoseb,EMS_D031,Agriculture - Livestock,Water,Long-term chronic,30,5,mean,,,,No Effect,Upper Limit,150,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
371,Dinoseb,EMS_D031,Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,,No Effect,Upper Limit,0.05,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
372,Oxygen Dissolved,EMS_DO_F,Aquatic Life - Freshwater,Water,Short-term acute,1,1,min,All life stages other than buried embryo/alevin,,,No Effect,Lower Limit,5,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/dissolvedoxygen-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/dissolvedoxygen-tech.pdf
373,Oxygen Dissolved,EMS_DO_F,Aquatic Life - Freshwater,Water,Short-term acute,1,1,min,Buried embryo/alevin life stages; instream concentrations from spawning to the point of yolk sax absorption or 30 days post hatch.  Water column concentrations recommended to achieve interstitial DO values when the latter are unavailable.  Interstitial oxygen measurements supersede water column data.,,,No Effect,Lower Limit,9,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/dissolvedoxygen-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/dissolvedoxygen-tech.pdf
374,Oxygen Dissolved,EMS_DO_F,Aquatic Life - Freshwater,Water,Short-term acute,1,1,min,Interstitial DO concentrations for buried embryo/alevin life stages; instream concentrations from spawning to the point of yolk sax absorption or 30 days post hatch.,,,No Effect,Lower Limit,6,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/dissolvedoxygen-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/dissolvedoxygen-tech.pdf
375,Oxygen Dissolved,EMS_DO_F,Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,All life stages other than buried embryo/alevin,,,No Effect,Lower Limit,8,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/dissolvedoxygen-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/dissolvedoxygen-tech.pdf
376,Oxygen Dissolved,EMS_DO_F,Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,Buried embryo/alevin life stages; instream concentrations from spawning to the point of yolk sax absorption or 30 days post hatch.  Water column concentrations recommended to achieve interstitial DO values when the latter are unavailable.  Interstitial oxygen measurements supersede water column data.,,,No Effect,Lower Limit,11,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/dissolvedoxygen-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/dissolvedoxygen-tech.pdf
377,Oxygen Dissolved,EMS_DO_F,Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,Interstitial DO concentrations for buried embryo/alevin life stages; instream concentrations from spawning to the point of yolk sax absorption or 30 days post hatch.,,,No Effect,Lower Limit,8,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/dissolvedoxygen-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/dissolvedoxygen-tech.pdf
378,Endosulfan,EMS_E040,Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,Active Ingredient,No Effect,Upper Limit,0.0007,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
379,Endosulfan,EMS_E040,Aquatic Life - Marine,Water,Long-term chronic,30,5,mean,,,Active Ingredient,No Effect,Upper Limit,0.0016,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
380,Endrin,EMS_E007,Aquatic Life - Freshwater,Sediment,Long-term chronic,1,1,max,,,,No Effect,Upper Limit,0.00267,,ug/g,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
381,Endrin,EMS_E007,Aquatic Life - Freshwater,Sediment,Long-term chronic,1,1,max,,,,Probable Effect,Upper Limit,0.0624,,ug/g,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
382,Endrin,EMS_E007,Aquatic Life - Marine,Sediment,Long-term chronic,1,1,max,,,,No Effect,Upper Limit,0.00267,,ug/g,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
383,Endrin,EMS_E007,Aquatic Life - Marine,Sediment,Long-term chronic,1,1,max,,,,Probable Effect,Upper Limit,0.0624,,ug/g,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
384,Enterococci,EMS_0148,Drinking Water,Water,Maximum Acceptable Concentration,30,5,quantile90,,,,No Effect,Upper Limit,3,,CFU/100 mL,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf,
385,Enterococci,EMS_0148,Recreation,Water,Primary Contact,1,1,max,,,,No Effect,Upper Limit,70,,CFU/100 mL,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/recreational_water_quality_guidelines_bcenv.pdf,
